"Age group","0 to 0","1 to 1","2 to 2","3 to 3","4 to 4","5 to 5","6 to 6","7 to 7","8 to 8","9 to 9","10 to 10","11 to 11","12 to 12","13 to 13","14 to 14","15 to 15","16 to 16","17 to 17","18 to 18","19 to 19","20 to 20","21 to 21","22 to 22","23 to 23","24 to 24","25 to 25","26 to 26","27 to 27","28 to 28","29 to 29","30 to 30","31 to 31","32 to 32","33 to 33","34 to 34","35 to 35","36 to 36","37 to 37","38 to 38","39 to 39","40 to 40","41 to 41","42 to 42","43 to 43","44 to 44","45 to 45","46 to 46","47 to 47","48 to 48","49 to 49","50 to 50","51 to 51","52 to 52","53 to 53","54 to 54","55 to 55","56 to 56","57 to 57","58 to 58","59 to 59","60 to 60","61 to 61","62 to 62","63 to 63","64 to 64","65 to 65","66 to 66","67 to 67","68 to 68","69 to 69","70 to 70","71 to 71","72 to 72","73 to 73","74 to 74","75 to 75","76 to 76","77 to 77","78 to 78","79 to 79","80 to 80","81 to 81","82 to 82","83 to 83","84 to 84"
"10 to 10",0.0084603664200756,0.0112950615980001,0.0158031238007003,0.0180091106174111,0.0188638245022674,0.0236024174754862,0.0248984274166037,0.0243307010233699,0.0252827716058555,0.0240300171570999,0.0255288418875211,0.0249094786697028,0.0256796747632858,0.0265023647294171,0.0244281661655185,0.0254657271773297,0.0196889149592876,0.0162686933551823,0.0121770997187538,0.0110983390368425,0.0071709215756474,0.0056862913080726,0.0045870594113551,0.0040161788798566,0.0042077776476444,0.0038119942429243,0.0057748215465574,0.005797847932807,0.0091748401048613,0.0109774553427992,0.0117026789057992,0.0137480148348067,0.0154624314727314,0.0155008885052811,0.0171255878995958,0.0181492091670825,0.0181258805652929,0.0214879242067973,0.0256183683024035,0.0292098578489066,0.0313079692699505,0.0304559274076088,0.028535127399108,0.0293496390512447,0.0261252783367294,0.0258971602465998,0.0257469620655019,0.0208187946221875,0.0173649552171212,0.016116519634393,0.0144908097725426,0.0110344912753274,0.0092391670398335,0.0079764659588955,0.0068510602629052,0.0061455059296622,0.004078790457918,0.003174783495141,0.00270613041743,0.001932194669244,0.0028914398234301,0.0020864288358987,0.0022668695873785,0.0023620187244846,0.0013683432760985,0.0009419562395933,0.0012068361810864,0.0014163030748914,0.0013331807712298,0.0011072336731228,0.0006741037413561,0.0010140079550864,0.0008375342554379,0.0008506320835918,0.0006664100650771,0.0007936507936508,0.0006949553526348,0.0003986286022033,0.0009080942283002,0.000531289875428,0.0003357568413612,0.0003786731293547,0.0004637844231907,0.0001823641705496,0.0012826199852858
"11 to 11",0.0079956217320535,0.0096650300556431,0.0137904783218956,0.0147690505319309,0.0157662077513782,0.0194151565195748,0.0226493452529227,0.0230328594607757,0.0243300258320897,0.0262738251233894,0.0251417792657664,0.0225152015933242,0.0253284927035118,0.0260704850026054,0.0250935240845041,0.02722832171311,0.0210660154705408,0.0205550798044301,0.013737561509309,0.0133559678698037,0.0092070044141593,0.0060381425807202,0.0055874131474193,0.0033688122168477,0.0036657570291571,0.0034690309266062,0.0040012735739689,0.0057150942451355,0.0072606914565331,0.0067889952884602,0.0111508647970963,0.0097733565590163,0.0100489939658263,0.0143009965284847,0.0152791427940488,0.016820171708568,0.0183186452067357,0.0189319539113149,0.0243412789965305,0.0280542424671763,0.0285940812656911,0.0289763481859492,0.0305511815640237,0.0299450668239844,0.0276667433027317,0.0278285784439278,0.0269428362495172,0.0235444900442607,0.0216456724406579,0.0193879189827821,0.0188514427698039,0.0148708181692435,0.0118322826165664,0.0085294633681731,0.0084047167902848,0.0072856202385326,0.00563581851229,0.0042694068913301,0.0029950332159474,0.0033297352055952,0.0019792184407687,0.0019332325592836,0.002224436030429,0.0024729241439225,0.001339971669432,0.0013116399983851,0.0014018468918331,0.001743409811748,0.0011883638622669,0.0009017049301409,0.0014643894555223,0.0010957302732261,0.0010921453820093,0.0011346015244502,0.0011145261336364,0.0009572762592179,0.0006970683090542,0.0005161581526052,0.0002936301667383,0.0005197981959945,0.0007300272473793,0.0006027911852709,0.0004434234674259,0.0005148841374189,0.0013376552781842
"12 to 12",0.0062836494913687,0.0087377356979241,0.0110656889413917,0.0128937103181139,0.0130487739817629,0.0150209424369887,0.0200272038822411,0.0216323399540236,0.0244137571557417,0.025216666532576,0.0257616187186161,0.025174543500026,0.0227332427150084,0.0255686702161402,0.0254858249349968,0.0257014819923193,0.02462524306469,0.0218327169968258,0.0176428895354591,0.014613980120742,0.0120102571287802,0.0066747621184637,0.0055501535557758,0.004103324624522,0.0038458856647582,0.0034989782710494,0.0033861232387292,0.004086680511236,0.005717203156802,0.0060284740500513,0.0088025605386189,0.008683520045775,0.0102213860191371,0.0125740127943441,0.0141806609706625,0.0152113002059819,0.0151920139156122,0.0197062645436753,0.0199872655160605,0.0258723641416241,0.0283439702676901,0.027654592701698,0.0301020363586843,0.0287833762077798,0.0329393322745397,0.0308919014093,0.0288078760119484,0.0269981217519585,0.0267627778188483,0.0212224706526484,0.0209920859670138,0.0153533730953576,0.0127427794309727,0.012096786952432,0.0080057501801918,0.0067398698989643,0.005242484979607,0.0046249062356037,0.0037262754972829,0.003117922446292,0.0026814808382959,0.0022680733135071,0.002314146961617,0.0024904547241578,0.0019427730755796,0.0013023356626153,0.0023450143872572,0.002127577465672,0.001042876065669,0.0010880287889861,0.0013122191590509,0.0014902372104925,0.0011223551642941,0.0011032350114556,0.0009130421149871,0.000816991851789,0.0004065389607101,0.000435959218819,0.0007740537333304,0.0004193167922085,0.0004332457796977,0.0004657577138963,0.0006228905066468,0.0001481537760219,0.0019706803858149
"13 to 13",0.0063397269161242,0.0076594851921401,0.0096897794725863,0.010668261720054,0.0104070557328455,0.0132078828084296,0.0145853543142426,0.0196001299395893,0.0221074566381371,0.0249821298082233,0.0265748195540115,0.0259002190768594,0.0255570198500028,0.0249813926454267,0.0238879977184959,0.0262849603144257,0.0267974924528691,0.0229475727121535,0.020745528772564,0.0189795581426809,0.0115817851312991,0.0081067356431877,0.0072105779160761,0.0049526866241629,0.003370144773547,0.0038562115453063,0.002715645364491,0.0025833501418252,0.0044670253130156,0.0057182291348452,0.0061409563839698,0.0071363402696939,0.0091298168720708,0.0114846937523122,0.013046243111553,0.0140145028624676,0.0122507841827404,0.0185421428510736,0.0204619714530103,0.0240348865728574,0.0238032994412095,0.0253127559628167,0.0279852657130907,0.0291338205638024,0.029703445096823,0.0336682054444813,0.0317245440195015,0.0277795530377547,0.026611466534006,0.0249437396004832,0.0212752470460551,0.0183108751987853,0.0154944197661391,0.0145618182108158,0.0121298781042098,0.0106169587298081,0.0076457598025034,0.0050826076684218,0.0039202178441243,0.0032161957625202,0.0034611980769332,0.00230809549233,0.0029004460505068,0.00246466903894,0.001566283385846,0.0013432745700364,0.0015774225942816,0.001571992709599,0.0011587187619994,0.0011911446525663,0.001562469864414,0.0013620682173234,0.001052038787458,0.0014641127908139,0.0013462223782698,0.0011288845318311,0.0006393565931841,0.0006711797720303,0.0008574779648595,0.0005822852724432,0.000505258714554,0.0005735404732975,0.0003457154429208,0.0004903662558584,0.0022471503789851
"14 to 14",0.0055981196301112,0.0061528288473317,0.0088209681743776,0.00795443125347,0.0097572015114821,0.0112969504378336,0.0133521721761434,0.0168278635686266,0.0187733151498547,0.0230434600778548,0.02422270246692,0.0246525594828389,0.025191080489218,0.0236224957913152,0.0249924810678791,0.0254980475617304,0.0246876921516453,0.0232230646093668,0.0235305339165357,0.0212755632438721,0.0154083804616998,0.0109339848262948,0.0074148374238491,0.0048382177550096,0.0037966776889877,0.0037539835752512,0.0029395444347382,0.0023304696705117,0.003216573320208,0.0034652207376749,0.0045565220467594,0.0062388172556391,0.008426202981625,0.009949954587984,0.0099941103921278,0.0126098301751651,0.0123841567630994,0.0141991461193924,0.0196777076433129,0.0204255800606056,0.024588385980696,0.0242950446802955,0.0269506773224106,0.0293222235359514,0.0302203466404428,0.0332974154279352,0.0328423083041587,0.0322917536720481,0.0296132228807206,0.0261910830399866,0.0271147405046474,0.0229623527235423,0.0206435173917901,0.0155368916821305,0.0145540230438098,0.0099810793825513,0.0086832525139825,0.0051032413566207,0.0047141803825493,0.0031609544789178,0.0043963104416694,0.0026447151860189,0.0031333048980991,0.0022677099276679,0.0021565589378746,0.001823160151487,0.0017826150185718,0.0019388950224036,0.0017082488620488,0.0019440424066438,0.0010392081134046,0.00141679312977,0.0014667335934984,0.0013495628732937,0.0013913975614186,0.000714229363974,0.0007546823858028,0.0006450701929825,0.0009206123805102,0.0004289667476811,0.0004854687717409,0.0006807226017199,0.000345449083809,0.0005871919209258,0.0028782059534538
"15 to 15",0.005167787728313,0.0064008507791848,0.007927210861146,0.008492226249715,0.0071520115016217,0.0083804506865648,0.0100569812715894,0.0123480855836211,0.0145074977758605,0.0189581501645515,0.022996133336716,0.0243606144611479,0.0231352007921561,0.0236712048570892,0.0232206265443853,0.0261132953582687,0.0244278089271934,0.0238617550476393,0.0217931876631097,0.0214359330998641,0.0163588026739442,0.0124906070843699,0.0101220596604265,0.0063056868965773,0.0049762806533426,0.0048138171650687,0.0036524373208821,0.0030398342975282,0.0026577200971949,0.0025765530689618,0.0048251498497703,0.0048874968858555,0.0062593271559213,0.0082807620046028,0.0084861896412984,0.0111964074315326,0.0125867286105284,0.0121371007296325,0.016650478581131,0.0198288546359946,0.0212567505140341,0.0216807049695847,0.0255905836742932,0.0275257736685722,0.0311850811235301,0.031841674260632,0.034237412612464,0.0322391574443278,0.0339977367880528,0.0339088661000849,0.0258830217488404,0.0264846226889723,0.0230933237190931,0.0138515013155965,0.0155245668479152,0.0128935613240086,0.0097129135701151,0.0088707383742263,0.0059840792196147,0.0051913511494964,0.0042304160071907,0.0045817565616499,0.0031061587996344,0.0042573921010523,0.0026665131096809,0.0031048018532631,0.0024782182968478,0.0038229570851647,0.0030328392864298,0.0014972546261016,0.0015706925637168,0.0014717489686714,0.0014306112890438,0.0011468960073802,0.0012066065820682,0.0017567077066462,0.0013414821170258,0.0014038424379007,0.0014547550657522,0.0006950920779398,0.0007419782758314,0.0005400646557807,0.0003992679002938,0.0006008558532153,0.0039683625239637
"16 to 16",0.0041943436887976,0.0058274639972592,0.0077430757998164,0.0063478823824387,0.008248692591696,0.0079241167125126,0.0092890747540918,0.010257227130094,0.0132311126018464,0.016535989765512,0.0184849568488647,0.0195951091002286,0.0230458937156889,0.0250902574388069,0.0233746664314071,0.0253970010049362,0.0227363562047863,0.02297724436163,0.0209217364294156,0.0209192783104899,0.0189520448266182,0.0147837791395812,0.0125840022384391,0.0100186577895622,0.0065843420578916,0.0055501791849915,0.0039037683022325,0.0038703640879409,0.0031515381344733,0.0025849312645388,0.0032925293484167,0.0038791590946028,0.0050077813729691,0.005869819884325,0.0084271274011035,0.0096842881079229,0.0106719108852215,0.0136334445954753,0.0165809284729933,0.0195843839828481,0.022038467868246,0.0210366756868463,0.0246600179620658,0.0258139471450052,0.0288114517103425,0.0325735054510652,0.0339079700321168,0.0342256466829846,0.0330350576297676,0.0308209830714097,0.030726788853922,0.0269309583729379,0.0217308948004341,0.0195787953040513,0.0176550262087805,0.0147165232062843,0.0106757482184103,0.0103997936869097,0.0078263026001934,0.0053924175937828,0.0067852566786014,0.0053525719161385,0.0034553492424653,0.0043864668544703,0.0028239488990342,0.002811482696295,0.0021962576356774,0.003863763590726,0.002470411493449,0.0018654569422488,0.001428170252829,0.0017450529182611,0.001713887411413,0.0010940965399157,0.0012508064555846,0.0018544579551405,0.0013273889553753,0.0013265886559402,0.0007811845909116,0.000730858068742,0.0007953437347635,0.0004748135507521,0.0007035452854565,0.0005895385268252,0.0047176625674919
"17 to 17",0.0051037160829891,0.0066240891714007,0.0083764388210168,0.0054977627259093,0.0056941406445762,0.0064799169823201,0.0085774464679541,0.009128416225142,0.0107450391469617,0.0118051618952791,0.0161318584456163,0.0201938685792696,0.0215802208705483,0.0226925230905405,0.0232230646093668,0.0262020563462438,0.024267945682034,0.023035309705481,0.0224009152290918,0.022564315294865,0.0201481460530724,0.0168152468505427,0.0164123312854163,0.0126810378800466,0.0090822614853856,0.0059686050073554,0.0059017902927485,0.0050437863594968,0.003432205373479,0.0032832725833627,0.0030841934341484,0.0036268686088452,0.0037652573887179,0.0047727446946432,0.0059793803372956,0.0093202277679598,0.008848293907621,0.0118176952549137,0.0146961683721972,0.0159432928808116,0.0194607260167488,0.0202219682957141,0.0225052416626463,0.0252055427633679,0.0305273528914262,0.031792531589768,0.0310283796841322,0.0311321655381433,0.0350275217089576,0.0310288114808992,0.0289195705499401,0.0263795423227685,0.0226975116769349,0.0218287232443135,0.0183206675171229,0.0174343312973532,0.0126203404252368,0.0114891621012078,0.0093662833111617,0.0084294106147516,0.0049365961464189,0.0049421390665007,0.0045165858473158,0.0049210402094151,0.0027476303610278,0.003716682336388,0.0028765371173001,0.0030560128600081,0.0020434573603693,0.0015050030407495,0.0016522128117202,0.0015609578165901,0.001692205278117,0.0021483881426807,0.0020437932949198,0.0016690203758392,0.0015557725042555,0.0018191506100788,0.0014751969768491,0.0013679146526849,0.0013464148414584,0.0008622572981239,0.0009278729014385,0.0006214030620759,0.0056804202606245
"18 to 18",0.0062426528692476,0.0074689304080864,0.0085344770084711,0.0065125697731193,0.0062979032925058,0.0066014225116286,0.0065942621511807,0.0087826949701336,0.0094750681477865,0.0111426637187187,0.0131490370204796,0.0146969888505708,0.0189904900282722,0.0223402946415704,0.0256241895348863,0.0260598617934241,0.0240630766391316,0.0243940617591255,0.0232243967278315,0.0260092549837398,0.0229574531708977,0.0213270391876869,0.0172198880245985,0.0135966734715508,0.0117644499759318,0.0080299956649319,0.0056315113847008,0.0048784866498311,0.0038726616130934,0.0032147217991183,0.0024099115365062,0.0024970681374018,0.0034032613154301,0.0044139991146861,0.0050284080583394,0.0057352027175383,0.0068905089022852,0.008811159399972,0.0125867948610834,0.0150937597821798,0.0190521600850355,0.0192087153568998,0.0222421474138844,0.0252272869790044,0.0275293746343795,0.0295100993579895,0.0309673675105471,0.0315631075935296,0.0320259130612418,0.0297790749213713,0.0317942557024991,0.0278323741645626,0.0275506791576468,0.0240344683303466,0.0200308732448085,0.0193498292860413,0.0152727801402973,0.0123320333575486,0.0085290200476658,0.0083019904168089,0.0057703949632311,0.0065224420474666,0.004394675763665,0.0042847926434776,0.0024962225649174,0.0021786454195679,0.0024671454013947,0.0023620711059376,0.0022981461892159,0.0016795307153501,0.0010913022934613,0.0014569853873092,0.0017496333492408,0.0009004244038591,0.0008592691247255,0.0011282977916933,0.0013920042992663,0.0011223265884699,0.0009712291851644,0.0010781975085214,0.0007947659689564,0.0009150927943862,0.0007754775664491,0.0011767164613092,0.0040918968176083
"19 to 19",0.0082667852873753,0.0094248594402252,0.0104546054914832,0.0069739077421929,0.0054190857970821,0.0055799950237565,0.005870840301541,0.0074397849981747,0.0085279672864184,0.0096193313618022,0.0112586407992063,0.0134236917388423,0.0147779046058087,0.0192012001861418,0.0217659342467271,0.0240808400265991,0.0226036209402835,0.0230843901710527,0.0244346319868754,0.0235074979312841,0.0238601940468874,0.0234276168242056,0.0229551657793821,0.0188202005772688,0.01492085391901,0.0096958899701678,0.008452297292955,0.00622630459754,0.0055417990805207,0.0043478767357071,0.0038242510238515,0.0029788767880347,0.002414002544611,0.0033641847294275,0.0039052667778851,0.0051243364127507,0.0065532249113995,0.0082591949640198,0.0099996751694662,0.0129540881845737,0.0159076773973824,0.0162387772713526,0.0189816607110707,0.0210253509039618,0.026463653211502,0.0285410647196142,0.0281192169675575,0.0291705874027632,0.0333798350969525,0.0315067990467499,0.0307198222456366,0.028752069824596,0.031201325308578,0.0241883837496929,0.0243333102736914,0.0191835434421482,0.015717718053305,0.0130427995824431,0.0093277803941602,0.0091722275880235,0.0063646940029853,0.0075200485848919,0.0049499517077882,0.0039230714822294,0.003723206469826,0.0023205372275747,0.0025100420306321,0.0026994914018577,0.0022799334108492,0.0014396311876336,0.0018545550775114,0.0019518767444397,0.0019610174534883,0.0015719358835524,0.0014334671679478,0.0008596313029319,0.000901521138153,0.0012133418210554,0.0007598706354084,0.000857752163837,0.000888045659865,0.000900124255994,0.0011736526295531,0.0009618198846841,0.0037591706422376
"20 to 20",0.0098243846173929,0.0110088338354208,0.0126473534132228,0.0085323434104483,0.0054360355648304,0.0062969357127591,0.0062803822808423,0.0049243381580088,0.0065459430684822,0.0069892257219764,0.0072588813619172,0.0092338264141392,0.0121189055756673,0.0116918848979567,0.0157296837034648,0.0183378114610865,0.0204340354524347,0.0205682852531978,0.0215212923469593,0.0238089762123801,0.0325724388051895,0.0330505021742372,0.0339201932348206,0.0286916344414044,0.0225878843634133,0.0192040824860512,0.0124147352528217,0.0099078334013937,0.0082967936693788,0.0064846840950797,0.004404484234291,0.0043975718308745,0.0036839293624022,0.0035222222664725,0.0026694714022221,0.0035310999777421,0.0033966233943235,0.0045968457077013,0.0075823619291881,0.00896961355793,0.0116571833223167,0.0147510059193592,0.0165241807836104,0.0158458904549061,0.0177007347315535,0.0233551177433422,0.0244454959841344,0.0239309299681885,0.0261387420886041,0.0307962936412799,0.028647079946528,0.0293601620533544,0.0287025034150149,0.0247321143710288,0.0233727901966172,0.0211077624716079,0.017103040746095,0.0156792881723884,0.0115720772804489,0.0086759466129291,0.0086954775777223,0.0061617511249526,0.0053444374971514,0.0046448406614,0.0028646687225344,0.0026317684666351,0.0029064077937123,0.0030321117602626,0.002179702133704,0.001856061159189,0.0018771630087177,0.0017762226018896,0.0021770692423866,0.0013496444269213,0.001465917553774,0.001544423071562,0.0013624216936084,0.0012028883924008,0.0009138898513324,0.0008942925111278,0.0012676376061841,0.0011917705109977,0.0009467346173878,0.0010849724741169,0.0030962359389222
"21 to 21",0.0122441500993393,0.0131502633516006,0.0167994733828194,0.0098104815207079,0.0064503946474772,0.0056691270032708,0.0050450322103566,0.0044964646355013,0.0046653590377948,0.004692513669113,0.005704436288694,0.0060014421243718,0.0066747621184637,0.0081104311616392,0.0110619162700913,0.0138761325625024,0.0157969206670012,0.0170119911154708,0.0198136328207746,0.0231677450679122,0.0327541977177291,0.0401423881290163,0.0364225919954533,0.0377833477704318,0.0322175397581871,0.0249291562579817,0.017612452633726,0.0132893284769899,0.0098049930788117,0.0079292337269848,0.0058522906798245,0.0046534877943478,0.0042954947262803,0.0033272515190157,0.0033586346456731,0.0035110093269947,0.0034512040324227,0.0042879080601311,0.005540913947691,0.007259359610826,0.0073811152294665,0.0102254555453158,0.0125947757690654,0.0125869934485646,0.0152848244969503,0.017937356502924,0.0196393861756269,0.0212730683859692,0.0221644890084337,0.0261274750676058,0.0272704414058312,0.0256286846584674,0.0268032327293838,0.0261172808012194,0.0226271331194595,0.0199204584100496,0.0189414331300063,0.0156004659879451,0.0128301707241078,0.0103485141207372,0.0091640074963278,0.0086849457081945,0.0073637310873293,0.0075756205333777,0.003991534727745,0.003978625335562,0.0035058236433407,0.0029579610988212,0.0026289113813806,0.0017300339667761,0.0014916679329383,0.0020590233855695,0.0018508669739486,0.0016423049168832,0.0017273753446068,0.0011102789897806,0.0011793922027929,0.0015371934115286,0.0008943495343738,0.0012307666501558,0.001037860314566,0.0010477602560873,0.0009016511523729,0.0007268398926202,0.0041235832832855
"22 to 22",0.0112160696177379,0.0134963744959504,0.0169617919193771,0.0120237857089264,0.0067503125399351,0.0057526356798236,0.0057953125781487,0.0036894852637819,0.0037690972018697,0.0034479784161673,0.0042816013337716,0.0051671524667425,0.0051640832108809,0.0067120663084186,0.0069797805129348,0.0104626577375058,0.0125110566578119,0.0154493569487207,0.0148851117464153,0.0211214787066618,0.0312777463986286,0.033889025579256,0.0466007859900126,0.0395798892971239,0.03778859263802,0.0332940858566477,0.0243233469799284,0.0180813488002799,0.0142710930460118,0.0105943924903348,0.0073052891623512,0.0076772431112881,0.0056434709234087,0.0050159974025378,0.0036756055418575,0.003464167436315,0.0035229458635368,0.0043401282726887,0.0047802014188272,0.0051959798531267,0.0067774328660798,0.0073213263479063,0.0087092930476219,0.0091696810345192,0.0122298417293469,0.0153619214095674,0.0155667968866046,0.0188707427326118,0.020871828502961,0.0237650994402019,0.0229442329824063,0.0225486469795815,0.0257654405540734,0.0241921548297909,0.0206281422208186,0.0210922060172732,0.0191648820413135,0.0185806072275746,0.0130881128548314,0.0110623055094991,0.0109109923333025,0.0075914157633372,0.0060675170847658,0.0055066887493015,0.0034482899321016,0.0028973971501895,0.0038201948388574,0.0038316554080728,0.0036935165310678,0.0020433271741062,0.0024169713127722,0.0018392147934068,0.0021443046326406,0.0019215809403848,0.0012249803074064,0.0010708670188382,0.0014588891479885,0.0011275272161742,0.0010839954145482,0.0008479750138169,0.0010334403802522,0.0011984480950973,0.0011402730828717,0.0013623235240654,0.0062785710919459
"23 to 23",0.0151314255222841,0.0156929745780664,0.0177050981514886,0.0125174689249871,0.0106427603437428,0.0067770882273232,0.006810570810998,0.0047235182113439,0.0029453779880948,0.0037653132697985,0.0037754254541952,0.0031376051132565,0.0038450775101779,0.0046430996345563,0.0045867654581879,0.0065642712374878,0.0100314967358966,0.0120219778165101,0.0118368306428964,0.0174401061308366,0.026644858297998,0.0354054124558183,0.0398616769184902,0.0402595039715928,0.0408316603105155,0.0379737824312792,0.0295941725779402,0.0291804869549423,0.0200746608905515,0.0145048407222692,0.0104784547330468,0.0071230859889553,0.006898319457055,0.0049310661335437,0.0037586406979829,0.0038151906157032,0.0037906680153583,0.0024940265328988,0.004218698857742,0.004911603576704,0.0046674049130264,0.0058281411976414,0.0066259614102416,0.0062565608486155,0.0097500708350773,0.0114680757248036,0.0138478122886495,0.0137124500003612,0.015549763413924,0.018562966373731,0.0211778697041405,0.0210228441326263,0.0230450905589735,0.0229946189365241,0.0213736601177866,0.0219299902875298,0.0175410612296558,0.0148728543752038,0.0131752524533387,0.0127178499668888,0.0090776564078572,0.0082594830138615,0.0074488246102941,0.0059403456669582,0.0041428606358124,0.0051168249694521,0.0038008386790958,0.0047711354097514,0.0028958139808204,0.0026585087670094,0.0021525747497554,0.0020919360197446,0.0016980539513645,0.001648279339437,0.0015023765450933,0.0011522283307845,0.0011204218914599,0.0011640324647587,0.0016690675597126,0.0016287393369837,0.0009176198838736,0.0007890277646792,0.0009757056745523,0.0009411254178448,0.0045343079089341
"24 to 24",0.0161007844664469,0.0165977107681606,0.0197975665061922,0.0152096810268498,0.0120405072221003,0.0079618631929816,0.0081411744123259,0.0049908728406458,0.0046521312410706,0.0039069905041841,0.0038216739619959,0.0032986265961916,0.0034818783271115,0.0030525564986976,0.0034775457495226,0.0050050334099034,0.0063696647889797,0.0083188467422888,0.0098951502480186,0.0133587725003326,0.0202666366512838,0.0291681977092625,0.0367696678674805,0.0394498212079723,0.0464917635367491,0.0439823723150178,0.0385945679486744,0.0341536843187689,0.0255322966115372,0.0179117705943954,0.0119380294885867,0.0102784304703413,0.0089144114319517,0.0066692265103326,0.0054322215898774,0.0047351003500405,0.004094256044318,0.0042151131606352,0.0047430806304104,0.0040953577994436,0.0040694730438849,0.0041921435132331,0.0042684490270128,0.005131245834919,0.0063106846226945,0.0081509100184296,0.0096546305378332,0.0135676875668621,0.0137977906137213,0.0155107716911266,0.0184348595718798,0.0166274318152155,0.0212716820331348,0.020225276168322,0.0183681239810006,0.022656540124555,0.016883786869342,0.0158594225969381,0.0122189507042994,0.0121707464361199,0.0111566006943638,0.0081993311254558,0.0070041948085696,0.0066180147484316,0.0038852749335622,0.0039312409514638,0.0029479393903661,0.0036825867304613,0.002934028491189,0.0028879979560954,0.0025110438544198,0.0014283361889635,0.0013260268109628,0.0014022365033508,0.0008920792144069,0.0006946268295835,0.0015637180721787,0.0006993167331591,0.0014425845626836,0.0019465184240256,0.0014458104222859,0.001189880647165,0.0009716239493375,0.001282844958041,0.0041330110252933
"25 to 25",0.0153729971612309,0.0190552821625629,0.0213133229371749,0.0156871183891016,0.012975548048089,0.0098133941571982,0.0087406995299981,0.0059916217742652,0.0055983673513289,0.0042075516952397,0.0033497652058813,0.0030202224532053,0.0030649242648444,0.0033793819798079,0.0033267699512875,0.0046843893642776,0.0051948436082604,0.0052893613921166,0.0065347256083314,0.0083988888494412,0.0166709737753262,0.0218366534451986,0.0313442126000359,0.0354971215246737,0.0425539550589464,0.0458323225792945,0.0484321481792532,0.0401362169929986,0.0343853319728469,0.0269731119258605,0.0216286556663237,0.0147615768439674,0.0107541090171198,0.0085686006024087,0.0064228815093982,0.0065305850810975,0.0049078518830948,0.0031089416521335,0.0031575956173321,0.004205375425261,0.0034358434797673,0.0039758070138744,0.003537749574619,0.0038177932660829,0.0054312366870599,0.0063318530708388,0.0080408850507346,0.0102437847879083,0.0120126508952544,0.0132693518824226,0.0150213847704863,0.0146404481390506,0.0179704001279936,0.0184875154128448,0.0182420597135092,0.0180255777320864,0.0143062702859056,0.0146883545193142,0.0123227243052879,0.0109700905155451,0.0097968379580252,0.0092657959488786,0.0066186863405019,0.005898193972199,0.0037727198781372,0.0042604507165934,0.0042530033079747,0.0033920569425694,0.0030533318966701,0.0014311700988129,0.0018249848410903,0.0009041470974121,0.0014369273154046,0.0015519131917375,0.001001755686968,0.0008764173844701,0.0013025042307619,0.0011483270268043,0.0008922629347227,0.0009280786799754,0.0010596447638907,0.001003671558044,0.0012037864526884,0.0009294999778162,0.0033077586152257
"26 to 26",0.0196348417550421,0.0210123951359344,0.0238317018262761,0.0189473884799427,0.014726877185141,0.0121236412137915,0.011780874708671,0.0092113599626121,0.0074077587224499,0.0061096778229499,0.0053040305857501,0.0036411144194951,0.0031001776619473,0.002487452570925,0.0027228000621156,0.0037149372917319,0.0038190454509319,0.0054666276807345,0.0047900752095243,0.0076526920955135,0.0112644551083616,0.0161251461856637,0.023934200499309,0.028914840569682,0.0390294816943398,0.0506219712396674,0.0510690617117996,0.0478541827769707,0.0373120615086392,0.0353962703190583,0.0276218857813182,0.0189620468105443,0.0137866010048815,0.0123155341227128,0.0065431303223457,0.0062750688376732,0.004409420342225,0.0057300603001772,0.004112192759939,0.0035409243881698,0.0031891827488656,0.0025764993523758,0.0032111549953787,0.003144249554934,0.0040920875019372,0.006056570956404,0.0064166101937387,0.0070403951455704,0.009250842754599,0.0117766473463468,0.0116870369165862,0.0128496704247956,0.0131864394802625,0.0150678319083995,0.0129712470488764,0.0162049097566627,0.0142111853088481,0.0137431433341283,0.0121176487829242,0.0110432621388381,0.0088321806184911,0.0066514075487364,0.0074405966413479,0.0076767054438173,0.0040681930602632,0.0046394664508187,0.0031211079312081,0.0033011368153271,0.0028593179991344,0.0020209548381502,0.0016628242838593,0.0011848451122241,0.0013948512070382,0.0011836857725839,0.0007495958873254,0.0005842017841183,0.0008666891909797,0.0009988539099557,0.0010351849041332,0.0007037191615656,0.0010032754607045,0.0010272351466008,0.0011084943159234,0.0005266714365212,0.0035910269320119
