"Age group","0 to 0","1 to 1","2 to 2","3 to 3","4 to 4","5 to 5","6 to 6","7 to 7","8 to 8","9 to 9","10 to 10","11 to 11","12 to 12","13 to 13","14 to 14","15 to 15","16 to 16","17 to 17","18 to 18","19 to 19","20 to 20","21 to 21","22 to 22","23 to 23","24 to 24","25 to 25","26 to 26","27 to 27","28 to 28","29 to 29","30 to 30","31 to 31","32 to 32","33 to 33","34 to 34","35 to 35","36 to 36","37 to 37","38 to 38","39 to 39","40 to 40","41 to 41","42 to 42","43 to 43","44 to 44","45 to 45","46 to 46","47 to 47","48 to 48","49 to 49","50 to 50","51 to 51","52 to 52","53 to 53","54 to 54","55 to 55","56 to 56","57 to 57","58 to 58","59 to 59","60 to 60","61 to 61","62 to 62","63 to 63","64 to 64","65 to 65","66 to 66","67 to 67","68 to 68","69 to 69","70 to 70","71 to 71","72 to 72","73 to 73","74 to 74","75 to 75","76 to 76","77 to 77","78 to 78","79 to 79","80 to 80","81 to 81","82 to 82","83 to 83","84 to 84"
"27 to 27",0.0189887442648555,0.0229936378047913,0.0271939102318159,0.0200888122724774,0.016846181043754,0.0150290056275876,0.0109081643442156,0.0116262252579406,0.0087946433017336,0.006818521220621,0.0052191699007898,0.0050971409132031,0.0036670908705269,0.0023191678938884,0.0021156622670121,0.0030303011384277,0.0037109899463322,0.0045788832262789,0.0040669576461777,0.0055250600382861,0.0088108657545527,0.0119248801073181,0.0174378756564467,0.0279430815223016,0.033850985998518,0.0411158165078263,0.0469015361059266,0.0542182932965589,0.0459844313641695,0.0397879069238491,0.0359862764723687,0.0249758169140498,0.0194600323622685,0.0123191737965395,0.011854051320918,0.0076774878758789,0.0064100331689642,0.0063115523539576,0.0051823948708323,0.0050617397631305,0.0045839428577361,0.0041564501613588,0.0027484514394795,0.0035894169007068,0.0037976049190939,0.0042330764106057,0.0045045026330819,0.006239722008743,0.0073018696450657,0.0093101876610194,0.0084494778318067,0.0104227095057474,0.0112635421573245,0.0120549745379306,0.013001115404306,0.0151159959484203,0.0116895905960537,0.0109218967106886,0.009186104096794,0.0105182045630641,0.0091830494748411,0.0081901350172417,0.0079165471379816,0.004976225105077,0.0039767193537305,0.0047812802141954,0.0028701936187619,0.0034022438337955,0.0026031724388692,0.0015230266355164,0.0016448721111934,0.0010841546872362,0.001301342735076,0.0009169620943551,0.0005411845676367,0.0010862648850105,0.0007275312633916,0.0006202948492286,0.0007593465529108,0.0006741811350483,0.000834177412443,0.0009501891012663,0.0005564478396494,0.0004476865739478,0.0032032802212786
"28 to 28",0.0188016063917589,0.0232730692023341,0.0309037137157803,0.0235303566059461,0.0199806431047763,0.0171676274103459,0.0146630492330908,0.0135815305822241,0.0103352426584049,0.0104291174228761,0.0084011503983765,0.0065869879080697,0.0052184346705845,0.0040791809515804,0.0029703113961089,0.0026949502955051,0.0030737331708205,0.0031694345876038,0.0032839740780101,0.0050022230812799,0.0075050885314408,0.0089496060265825,0.0139999224846659,0.0195540004763306,0.0257412294132128,0.0358303743567266,0.0371982105581274,0.0467752870492121,0.0478802889205109,0.045807597010787,0.0407427620153001,0.0300190397520495,0.0242140976606996,0.0177041847811612,0.0136196301002126,0.0093557829133419,0.0092836143668321,0.006904726880455,0.0064982097575718,0.0060889507318079,0.0066707444966807,0.0040890177783382,0.0031047146719824,0.0029402705477601,0.0037214727020552,0.0041031575913684,0.0042037689541157,0.0041129143625676,0.0053599748225268,0.0065637152183615,0.0080092884461817,0.0091020568274383,0.0087025996041253,0.0107384955928645,0.0115322599268508,0.0111860646673407,0.0112018690971534,0.0092312815093675,0.0092696631462235,0.0085295995420822,0.0094525350593312,0.0090846297330347,0.0073238927815904,0.0057101578495476,0.0038245042059189,0.0039083223757288,0.0030134013005025,0.0028693613367677,0.0029913810184268,0.0017651900418891,0.0017338683046034,0.0012079783369659,0.0010251964863615,0.0007375668714088,0.0008136846971798,0.0007894128525196,0.0009190278052969,0.0003755306182491,0.0005698104484512,0.0007932655262752,0.0004981507165973,0.0009953107456575,0.0004058516610528,0.0007537481011822,0.0034571692754772
"29 to 29",0.0225519015869649,0.0273175107285306,0.0298315281027122,0.0245115771169758,0.0199316572455573,0.0177726830780956,0.0149441200853473,0.0135901171938462,0.0118462999672127,0.0111936715943951,0.010083923775311,0.0061787697484094,0.0055201596943631,0.0052384611971366,0.0032101627482176,0.0026210073030721,0.0025291827817221,0.0030416069097021,0.002734772377878,0.0039371061355199,0.0058846681046486,0.0072606493887974,0.0104263445226295,0.0141738550706131,0.0181161347503354,0.0281966035757604,0.035401195360149,0.0406017127284694,0.0459541915191004,0.0503018316500994,0.0422997105548935,0.0311712300963727,0.0260313450135351,0.0200829394929854,0.01693622303056,0.015509476223265,0.0110192360088005,0.0101491033277592,0.00948738312381,0.0070873265843351,0.0057801825124769,0.0049632814659947,0.0050017658546948,0.0033845882948429,0.0032297136408727,0.0035213557371621,0.003700962936388,0.0048623546884295,0.0047183723161182,0.0053934362407995,0.0060459792823783,0.0062469494082128,0.0077589486870133,0.0079707960360528,0.0101891422122395,0.0099686161742653,0.0091442762515533,0.0096525693436783,0.0088225373253897,0.0082178249529022,0.0076173691033855,0.0073659230400569,0.007991390981512,0.008399705978668,0.0037259232890233,0.0038134932179735,0.0033287615867274,0.0038150894140876,0.00207296684269,0.0026577418222054,0.0011657953845236,0.001479688856202,0.0009766863008828,0.0011575132348751,0.0007641111265711,0.0007954176522425,0.0007072955799824,0.0006307685172302,0.0007874667885799,0.0008394786883725,0.0005001314101078,0.0005668905557593,0.0007735527771704,0.0004419355052443,0.0026262696535411
"30 to 30",0.0251296934504583,0.0289473420465879,0.0348283046067856,0.0276512961706875,0.0250437681389742,0.0191431843734564,0.01821078568318,0.0157085067130852,0.0125741433208441,0.0130147790833221,0.0104041322564081,0.0098219507995969,0.007800922556511,0.0054446615717825,0.0040852846468252,0.0047504269528239,0.0031178381871891,0.0027652248699919,0.0019841366999999,0.0033514982040433,0.003868306783739,0.0051863621012557,0.0069580272347576,0.0099098017223522,0.0116856364600776,0.0218820482118354,0.0267366166167674,0.035540445953185,0.0395576776367242,0.0409383274653945,0.0458449389435115,0.0351574720279272,0.0323910166052638,0.0270963550319866,0.0192386409562547,0.0183576866919178,0.013381662028309,0.0107477355962409,0.0092478738755334,0.0076554568811504,0.0061114297917422,0.007219228761782,0.0052656096185587,0.0041524669184244,0.0034707541911959,0.0025824756534425,0.0039633926686176,0.0039863254918466,0.0043443602661216,0.005619811480975,0.0049734776101595,0.0058781662572398,0.0059520068912743,0.0061396753290101,0.0067222857789785,0.0082471972621448,0.0097562714987978,0.0080322141425023,0.0081129190407402,0.0082967822194862,0.0076663338008611,0.0070846250586353,0.0062904884713395,0.0061160059678778,0.0040066268082697,0.0047731848903408,0.004143581752658,0.0045576236762609,0.0032117469566971,0.0032853252621634,0.0014027874450713,0.0017653546740538,0.0015262276102567,0.0016754196965616,0.0009392674387288,0.0006699434419607,0.0005421748553987,0.0006508663255229,0.0006878983750786,0.0008958763503606,0.0008775473561361,0.0003995555571101,0.0004379235391894,0.0009482449052877,0.0016093711925923
"31 to 31",0.0277616377150676,0.0330585760582804,0.037578724088186,0.0314695234786897,0.0249659015995503,0.0220336102395535,0.0197277999613895,0.0173954737193945,0.0152361453514617,0.0145021944511892,0.013418745407953,0.0094511421130286,0.0084485874366123,0.0069464317468457,0.006141047499711,0.0052827453773639,0.0040328572964587,0.0035700312237864,0.0022571074204723,0.0028661339645964,0.0042402370610531,0.0045275876958313,0.0080279628217239,0.0073958357333579,0.0110458177245581,0.0163961748711897,0.0201506789583371,0.0270805205865821,0.0319984146381249,0.0331205840778579,0.0385983718627125,0.0409570273999606,0.0351480255568074,0.0288128940183937,0.0268546212477318,0.0227608960459345,0.0140038143734182,0.0137381012935419,0.013351038047963,0.0090770102819186,0.0064369155550409,0.0057807845285669,0.0043003213686241,0.0038799703975635,0.0030983907018798,0.0051177233798464,0.0027556528332696,0.0029525635675843,0.0040718033362918,0.0043278416504318,0.0034154963080155,0.0044981863691207,0.0051159137202898,0.0060132775759624,0.0065263741121222,0.00765923740495,0.0067885175144194,0.0086382271221124,0.0070794431601646,0.0068318619582665,0.0079199691004836,0.0061154172885397,0.0085725197826026,0.0065148880457869,0.004147130466616,0.0055444087747459,0.0036645335248233,0.0045510546027991,0.0032255850299907,0.0028487651713554,0.0019867083438934,0.0023999605755963,0.0011005979367895,0.0017522739432852,0.001039818647743,0.001039818647743,0.0005544056771141,0.0010385866351271,0.0012211005040692,0.0006985511531638,0.0004129002280983,0.0005988221319386,0.0001538895758293,0.0006679268395708,0.0030742234800484
"32 to 32",0.0273981579773172,0.03396884992368,0.0414898260157652,0.0291483077149446,0.0251333308578389,0.0210943395536419,0.0212915509091717,0.0191784851668573,0.0187681074308981,0.0171791258665141,0.0152180937064658,0.0097988177594618,0.010027868424559,0.0089610486412812,0.0083633958633959,0.0068219947580413,0.0052496599008227,0.0037371919639361,0.0031018991774806,0.0023420287060716,0.0035817810527113,0.0042141697664953,0.005950547084268,0.0072222566408613,0.0096599368960729,0.0120446662262405,0.0147731198603292,0.0212760699679304,0.026026184277526,0.02789017242282,0.0358580335883556,0.0354414497415392,0.0375897821783332,0.0337614345999856,0.028501090855742,0.0221608763759926,0.0194310157972949,0.0143685357907183,0.0136098451505428,0.0111838850210943,0.008187043361462,0.0073215113912788,0.0062832462541765,0.0049534068429417,0.0055152212128956,0.00322771709176,0.0035988236569632,0.0034514581026209,0.0037659476612965,0.0043703443412746,0.0032487914755357,0.0033998785452274,0.0039980099573123,0.0053692518473377,0.0054487771057538,0.0056988156943434,0.0064753345276601,0.005668486337091,0.0063551274307088,0.0060596326584699,0.0055868496275473,0.0063111683751219,0.007686338209594,0.0068610921808596,0.0043211256874048,0.0050854937482844,0.0034422296050203,0.0047434477667036,0.0032576596530085,0.0029460203878809,0.0022687906408837,0.0018423275690718,0.0022795572214177,0.0013888888888889,0.0010137149672033,0.0009366925064599,0.0015940454893943,0.000676164920351,0.0004969191015703,0.0010335917312661,0.0006874047571722,0.0002770969340737,0.0007045602975836,0.0005652454780362,0.0032461240310078
"33 to 33",0.0254132997803884,0.0325537430392324,0.0392185127828845,0.0347565165101442,0.0267976706152069,0.0258007099586291,0.0223776056710604,0.0215516872239626,0.0174371805855288,0.0169360595495205,0.0157976020240608,0.0144400769207808,0.0127739392095675,0.0116726186577993,0.0102264275465881,0.0093455774954694,0.0063718081856396,0.0049053618673872,0.0041659757003999,0.0033797644672915,0.0035461459743646,0.0033801547154434,0.0054767134344164,0.0053459211880021,0.0074835763358456,0.0099376190685237,0.0136653379552423,0.0139470238690677,0.0197047193998414,0.0222809642074847,0.03106167528057,0.0300849668324198,0.0349601270911861,0.0322090622491981,0.0255279329260496,0.0283167832990309,0.0215706234693577,0.0185444619529214,0.0149300863796078,0.0160951351828166,0.0118320605160679,0.008028405164867,0.0060222923452315,0.0049686484658698,0.0045482201240151,0.0045663321790213,0.0039819057995964,0.0053370889855916,0.0033458398655991,0.0042768074606605,0.0026797826543118,0.0035741851541481,0.0025992291815077,0.0047139307983704,0.004544279517265,0.0053532797859751,0.0059950160984431,0.0067786875057638,0.0073001828366138,0.0055807936017877,0.0065075567120952,0.006276866936021,0.0059667820087703,0.0060247871918141,0.0040538918047408,0.0044237082597688,0.0047761164772588,0.0051805377909114,0.0039875500472907,0.0025543776315619,0.0014525353210132,0.0020222290830503,0.0022041635425396,0.0016737970273012,0.001339331657331,0.0008637292521207,0.0011515164880401,0.0010409524611439,0.0003653390964289,0.0004539841140644,0.0011732016054338,0.0002081637617297,0.0007486878666255,0.0005016980549552,0.0028043634866728
"34 to 34",0.026611610069635,0.0326310806150151,0.0352445261289174,0.0331551833126885,0.0282209412190512,0.0277249124232901,0.0228412816773189,0.0232365069347271,0.020497058199846,0.0192912489061489,0.0178080219425313,0.0157411990889704,0.0146988391633218,0.0135291328786367,0.0104805145677724,0.0097720164541711,0.0093336840265491,0.0062703912877169,0.00484228805618,0.004003067599697,0.0027422101882647,0.0034813631443022,0.0040947484639405,0.00415765216915,0.0062193760807716,0.0076004266467332,0.0074077840222115,0.0136931189774157,0.0154666141160077,0.01917162307775,0.0225021495890924,0.0286099634776592,0.0301126661616503,0.0260466135603953,0.030341697643635,0.0304341141087085,0.0254655151292417,0.022621110186081,0.0191280591619228,0.0174013780447865,0.0154714307061133,0.0101810240651003,0.0085405957511801,0.0068562341912476,0.0041673286199983,0.0043302202776136,0.0031822813087579,0.0041370208168129,0.0041840223443626,0.0038926890123929,0.0027986591382402,0.003040147755851,0.0029182255241477,0.0034189725676574,0.0045046271696138,0.0052622142911952,0.0063173928152665,0.0061458304213069,0.0060715155060721,0.0050527267136182,0.0060937605472178,0.0060608901607484,0.0067829704465395,0.0073606142199622,0.0058781910412088,0.0044811456372332,0.0054264263588567,0.0054489895921617,0.0027514644225937,0.0039909422056217,0.0031533524839557,0.0025055246113681,0.0023929527709651,0.0014074207411741,0.0018848794404,0.000978031786033,0.0009742816641541,0.0013597941933113,0.0008419023618268,0.0005314604542829,0.0009502808841287,0.0005498360514899,0.0002625085315273,0.0007875255945818,0.0024492045991495
"35 to 35",0.0236980440942705,0.0280494813362738,0.0342822925502171,0.0330864439543685,0.0287225625527512,0.0263383920063166,0.0262809366733895,0.0242636604485661,0.0214974467880128,0.0203179558387105,0.018086200591861,0.0166069046257726,0.015110274212161,0.0139277715994697,0.0126726414047169,0.0123557637331222,0.0102792322981002,0.0093666530534455,0.0052928346286837,0.0050338386979896,0.0034762013667674,0.0034876909254268,0.0036984235889896,0.0040443899915598,0.0051953878406709,0.0074059299191375,0.0068083312913502,0.0084991239368598,0.0101819161970105,0.0168251480176009,0.0205772349244047,0.0232384454120303,0.022438514525307,0.0276884712771505,0.0291662174303684,0.0320788259958071,0.0303380652890087,0.0241728661275831,0.0209023714231261,0.0215507146941109,0.0180145552560647,0.0128823708785973,0.0121091998148602,0.0082409104522312,0.0067855570006513,0.0052777478286912,0.0057701485097711,0.0051655585504642,0.0040760614647407,0.0039764001197963,0.0028617659070489,0.0020366576819407,0.0030811075716736,0.0024475591494459,0.0048472651038689,0.0044250428816467,0.005075351901767,0.0054158131176999,0.0048171363227967,0.0049105720275532,0.0073258460616951,0.0067746630727763,0.0076364834327098,0.0047211141060198,0.0041035149337036,0.0050454137057911,0.0051130877508236,0.0037282474339078,0.0040817065534047,0.0028929674099485,0.0031035040431267,0.0030570230607966,0.0021044678591848,0.0012902066486972,0.0015563342318059,0.001225516621743,0.0007489667565139,0.0012956628277383,0.0008265947888589,0.0007438155136268,0.0003614255765199,0.0001735849056604,0.0005234501347709,0.0001599281221923,0.0029762803234501
"36 to 36",0.0215853099905679,0.030625742753719,0.0334440994411233,0.0299157724256931,0.0277886038674729,0.0287115570349698,0.0275314797636226,0.0250519055826596,0.0229649933766997,0.0209776871607229,0.0197862208154867,0.0198118813322186,0.0165308603800667,0.0133365018285653,0.01363322019324,0.0152152071546913,0.0124082138467059,0.0097407309584889,0.0069657029478458,0.0070516514092903,0.0036628270135215,0.0037553528004917,0.0041200059677242,0.0044017628095009,0.0049208246008841,0.0060966751318934,0.0052405610813349,0.0077730131053544,0.0110672717567559,0.0130944525785796,0.0164305922986479,0.0156616733501654,0.0215514639497774,0.0231042491459158,0.026732896090535,0.0332324210548417,0.029675558495003,0.0268612404277087,0.0241144258629378,0.0242615354222497,0.0202073885109599,0.0161620515911191,0.0122831024244715,0.0096185601765959,0.0096040597776709,0.0072780192323843,0.0062011204000291,0.0069401199733541,0.0038786389976866,0.0052373997438482,0.0034198692804844,0.0034837700512304,0.002860980601556,0.0035639487276392,0.0033045162509448,0.0040154950869237,0.0039733717561098,0.0047680723523977,0.0040730373939699,0.0039483733308138,0.0048065869866465,0.0060474537037037,0.0052623325564794,0.0051511906670637,0.0039931987104606,0.0045354814204021,0.005615591143865,0.0038042282709941,0.0034638894137902,0.0030723130301503,0.0031667296548249,0.002289750776854,0.0028185232426304,0.0016579664273117,0.0009404919375157,0.0013133746764699,0.0006546831695641,0.0004822530864198,0.0005444538926682,0.0010802469135802,0.001195987654321,0.0002649439405392,0.0003775352733686,0.0003267510707987,0.0020408163265306
"37 to 37",0.020263916992448,0.0222293033239872,0.030268751729903,0.0302436688996928,0.0287098125215458,0.0280545251644654,0.0263202584176161,0.0292185323327192,0.0238108742119437,0.0226995157161876,0.022312563009323,0.019476865450442,0.0203974405413537,0.0192012375796585,0.0148691278488385,0.0139563295744485,0.0150787012260746,0.0123753090605875,0.008473014874399,0.0084540485727966,0.0047154180096929,0.0044383018156217,0.0048282049815551,0.0027548833501963,0.0048190716521953,0.0036737147896317,0.0064780864167464,0.0072804222969369,0.0078299906901668,0.0114724135917908,0.0125531117549048,0.0146153691647558,0.0151595058326735,0.0188944675261127,0.0225890891115805,0.0251879896343564,0.0255515542791415,0.0331784342322247,0.027549854814718,0.0328060295581529,0.0245364885542614,0.0213825839848174,0.0166843410512803,0.0100869103110374,0.0096691706985825,0.0097723363805465,0.0059786570599719,0.0056118525841709,0.0056787996352325,0.0046943165533917,0.0032569890701379,0.0040663056666517,0.0029600877784269,0.0019572267409638,0.0030159400558897,0.0030844155844156,0.0035067057125881,0.0034662617275074,0.0037855127466641,0.004182706950873,0.0044885957948242,0.0050768549195728,0.0056015656951486,0.0046094908551656,0.0047859396553955,0.0047288255765764,0.0050920100660585,0.0058311794982132,0.0039857921778337,0.0036312264332082,0.0026312931589748,0.0031456432840516,0.0031369053860403,0.0025244468229684,0.0023008133734777,0.0010931791287249,0.0011785608750063,0.0007317365448853,0.0006411801473142,0.0009239135615355,0.0003329139142288,0.0009134280839219,0.0003975743595121,0.0003267349720637,0.0026099477224045
"38 to 38",0.0159695067415388,0.021036696167796,0.0265866358291704,0.0248319318457701,0.0256520779536075,0.027441748184647,0.0275531052260841,0.0263164786981247,0.0254263422908725,0.0259468786453492,0.0246369217090266,0.023192469907692,0.0191604070446022,0.0196244166127633,0.0190843667136457,0.0177322139703786,0.0169842809937493,0.0142530355458251,0.0112098563409561,0.0094796629283155,0.0072035199566154,0.0053116904136569,0.0049250349068266,0.0043157934563616,0.0050222072982452,0.0034556468860912,0.0043056724775589,0.005536443406072,0.0068247767446602,0.0099323849251016,0.0100035996212253,0.0131546134532296,0.0132985930473185,0.0140884340228841,0.0176903201193077,0.0201716257360831,0.0212445808622065,0.0255152187781467,0.0283029861616897,0.0323601061073749,0.027914757816433,0.0217826391460769,0.0198025568346034,0.0149308662527891,0.0114733118301946,0.011587432960339,0.0085573296170529,0.0068799691851403,0.005892038688834,0.0071686430426416,0.0050491492807589,0.0037001636382554,0.0031767471825738,0.0021258627267367,0.0036323068369682,0.0023682459807733,0.0026771407761939,0.0030973768482873,0.0029939652481532,0.0029521728574897,0.0043402235863998,0.0041456601179835,0.0053728997392508,0.0058939409704158,0.0039789634982643,0.0054225587473949,0.0048695413189222,0.0053531990385596,0.0042426607138916,0.0036160060704853,0.0035694684857103,0.0033589983699234,0.0033889409126117,0.0018307148059515,0.0025567925640759,0.002132688869761,0.0010585093469289,0.0014736586550134,0.0014449352541122,0.0013401310997815,0.000587815518624,0.0005185031040821,0.0006655568272466,0.0004907571185794,0.0024807223204893
"39 to 39",0.0138265871371262,0.0180280228248853,0.0238237560240778,0.0234605141885914,0.0224780977194493,0.0256540310944977,0.027580902902705,0.0287368247645802,0.0262253564646968,0.0266930917775648,0.0258572648858248,0.024604827028399,0.0228299850383519,0.0212182479479342,0.0182345819312834,0.019438020413483,0.0184657264906661,0.0142330978815291,0.0123737258391321,0.0113039965011003,0.0078439018000563,0.0064057181012129,0.0049277508046615,0.0046251262964859,0.0039915735913322,0.0042363885183676,0.0034127332397646,0.0049775810435505,0.0058864755666847,0.0068297956773419,0.0076226096539854,0.0082323541897154,0.0100591982731967,0.0139801938474505,0.0148138038624764,0.0191436691939508,0.0196746803745999,0.0279673821306967,0.0297870915026989,0.0332295873727893,0.0293474384886292,0.0263770428492874,0.022353642677456,0.0162978219896965,0.0136018896779154,0.0126842593656753,0.0103811599889637,0.00858953477618,0.0082862635859418,0.0064845191755892,0.0067296581878239,0.0044363781089445,0.0039985873754981,0.003730201296573,0.002688925225128,0.0034192052695673,0.0023624891987724,0.0025555810954041,0.0024131529059124,0.0027579843951525,0.0039975232151419,0.0044718194858983,0.0046274045670667,0.0050500310154373,0.0029359748889113,0.0034800317081089,0.0050067777340505,0.0062323663791886,0.004689812734865,0.0037554799421252,0.0029883751122689,0.0031700321221641,0.0030283391707366,0.0025204154327244,0.0026229424459513,0.0019949814197602,0.0015113785829795,0.0016261434403027,0.001247302353497,0.0010503262715652,0.0017073388754805,0.0006450940079259,0.0004697735892426,0.0006621737816428,0.0025405764343817
"40 to 40",0.0125095212663095,0.0160087082701513,0.0218332098180818,0.0221332125909318,0.022796483822473,0.025488432422102,0.02793123571828,0.027414094898579,0.027415116059414,0.0276798471620039,0.0267255253581864,0.0241833314661088,0.0241183951812346,0.0202638897751388,0.0211675037315068,0.0200941431352603,0.0200380793961089,0.0167532342668107,0.0150614050633446,0.0133859793770577,0.0098303787985712,0.0062807239882492,0.0061981875694056,0.0042383223046528,0.0038247995288337,0.0033376638302938,0.0029640348589146,0.0043468628030304,0.0062187830128094,0.0053713695005394,0.0058680472761155,0.0056295961745923,0.0071009421862797,0.00991053633606,0.0127008163373563,0.015431397539621,0.0158022091691603,0.0201710620930947,0.0247782276195775,0.0283001288140931,0.0316056870750432,0.0300851154419812,0.0216637261827332,0.0209207175751008,0.015391676320691,0.0139077706765837,0.0132092998947149,0.010549070071956,0.0080033964828379,0.0071744682780369,0.0061599266894069,0.005282138127367,0.0038327431267695,0.0028255466482774,0.0025049247508518,0.0029574640513353,0.0031270395409263,0.002436571559923,0.0024622261627692,0.0023049121381162,0.0035798945903678,0.0034641969960046,0.0040656901498639,0.0050748909166287,0.0037205377876441,0.0041199379737006,0.0042185962473007,0.0052205251002768,0.0042076627220149,0.0039900650451465,0.003292427768766,0.0037265409647101,0.0033010943600548,0.0019530895791563,0.002973265851466,0.0027256476247942,0.0019210726348042,0.0017051075235714,0.0014601573755957,0.0013468666494268,0.0007772318478292,0.000911559348332,0.0005742526301099,0.0004386937086704,0.001589405264735
"41 to 41",0.0110441031264495,0.0144047111373292,0.017148911652186,0.0195296045895182,0.0170568250197622,0.0225675393607677,0.02445858601634,0.0250379162738088,0.0255853032605158,0.0278091190310781,0.0280158886366216,0.0264085681321295,0.0253580708610666,0.0232212881787913,0.022538164620511,0.022085500074214,0.020611662732326,0.0187596300561328,0.0163636736369076,0.0147250888229013,0.0134047736667216,0.009376302486237,0.0072152349531477,0.0057030842456508,0.0042458814543251,0.0041619392636531,0.0025804482854782,0.0042473743184346,0.0041078191698228,0.0049701970037765,0.0074696938532803,0.0054481296574093,0.0068430679131529,0.00724648302327,0.0090064541994318,0.0118915573457861,0.0136196304894926,0.0189425204090106,0.0208356998380685,0.0274097792350544,0.0324199920340369,0.0274241449105598,0.0261316478329158,0.0233647608874027,0.0188499075429548,0.0194170250043177,0.0143240864224562,0.0134999801956748,0.0104587596541059,0.00748096321804,0.0074893222517578,0.0055499158466972,0.0056972167986519,0.003544659093635,0.003707942700558,0.003216624534724,0.0025858065115415,0.0028659673427682,0.0034246302673222,0.0028553514202114,0.0028507069540928,0.0038562941865157,0.003655250126617,0.0040320047948584,0.0028890841173132,0.004676540077822,0.0042880033440156,0.004920982752946,0.0047193857804141,0.0042130283909579,0.003934415715104,0.0046134477198989,0.0041729975163165,0.0033097953398915,0.0020711554325878,0.0023842698567514,0.0024904894000616,0.0013613814853887,0.0015051387700127,0.0012597058786274,0.0021294877153871,0.0004868948647686,0.0005408591377659,0.0004831903501264,0.0018801794090912
"42 to 42",0.0075178050667566,0.0113143606998627,0.0147003373117802,0.0158621077729535,0.0179515010441271,0.0189385388177223,0.0218122073732406,0.0243510632310799,0.023664913062219,0.0277605238964773,0.0261614929994322,0.0277510454951088,0.0275102765277741,0.0255874169497277,0.0249184293310109,0.0259814966314064,0.0240812729217118,0.020808207053173,0.0188846673084973,0.0171549295802872,0.0149660751382734,0.011510376244441,0.0085544826726607,0.0064621756678415,0.0043087565584441,0.0036910307671313,0.0032053578817917,0.0027992143948261,0.0031085950263842,0.0049920415494641,0.005430137068104,0.0040393519979689,0.0058530781659514,0.0054176378020289,0.0075300989340706,0.0111405983576516,0.010316373206944,0.0147311540624969,0.0188785658477368,0.0231514327299635,0.023267220982816,0.0260445544364445,0.0286470353544371,0.0247634357341342,0.0242649980672478,0.0206569133315418,0.0194744827608319,0.0158154340837301,0.0128572961547548,0.0114764804391245,0.0110325385703805,0.007518466350573,0.0070606991798493,0.0058406790943939,0.0042281385080996,0.003768876897609,0.0030291207349949,0.0029994731772263,0.0025121070045386,0.0023429285615093,0.0022257160050522,0.0032162139577776,0.0037959344270968,0.0052869140148685,0.0044342937378627,0.0032197909020573,0.0038631649484309,0.0046159263594342,0.004650147796933,0.0033039392676943,0.0033008532765511,0.0038769416946059,0.0035633278446777,0.0032381415279624,0.0016942091376198,0.0023924747504806,0.0027605292915666,0.0011809426821231,0.0015651485794521,0.0008957089293154,0.0014954933507912,0.0006426576555725,0.0006532381966349,0.0008158589084849,0.0033401445566423
"43 to 43",0.0072372347513991,0.0091438719448635,0.0126348450888111,0.0158321183852345,0.0160835010126795,0.0165716688096291,0.0190889925309189,0.0212912885823651,0.0232262681448234,0.0231697249083935,0.0274456539683169,0.0277437226764422,0.0268305097483568,0.0271695573076593,0.0276526011759723,0.0285043812026815,0.0257115688843734,0.0237703263057371,0.0218469734546222,0.0193814424480147,0.0146383707573509,0.011733003383145,0.0091865657163108,0.0062237715070576,0.0052831481549612,0.0040627593212579,0.0032012557791595,0.0037287228824056,0.0030027408851771,0.0034454725318748,0.0043677364498894,0.0037172974177223,0.0047064381164948,0.0045590516659922,0.0061657550821857,0.0077331489725257,0.0082398090577977,0.0090839342432827,0.014518469805297,0.0172165943908153,0.0229179645504008,0.0237519672647151,0.0252580029350568,0.0257983722289671,0.0255846812928966,0.0250376641771826,0.0232002389332417,0.0188574790805669,0.0167561644367593,0.013353062188048,0.0124612832084504,0.009670695216021,0.0081454314492558,0.0063660701904328,0.0061343299445282,0.0048481271639912,0.0035410764872521,0.0031076037591618,0.0024831070723422,0.0021016621087443,0.0022487062040886,0.0021065061787441,0.002714099718349,0.0028479248167633,0.0029524146769189,0.0044105512837807,0.0036911506812357,0.0038022730338594,0.0035156706686452,0.0049776293898107,0.0040289581366069,0.003105416773972,0.0038408876298395,0.0026196096946805,0.0035365287844041,0.0017621684264744,0.002167476055578,0.0009442870632672,0.0016439588110976,0.0010434372049103,0.0013810198300283,0.000913597733711,0.0015041143936328,0.0007617248977022,0.0028696209361932
